target,K,fs,disc,score,accuracy,mean_prob_true,n_features_including_target,features,time_sec,model_pkl_path,edges_csv_path,error
throughput_1,20,markov,kmeans,bic,0.8778877887788779,0.8614132356722719,21.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_2', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_5', 'python_gc_collections_total_6', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'python_gc_objects_collected_total_1', 'throughput_1']",32.04351983300057,,,
throughput_1,20,markov,kmeans,aic,0.7821782178217822,0.7058484237007218,21.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'python_gc_collections_total_1', 'python_gc_collections_total_4', 'process_cpu_seconds_total_1', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_2', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_5', 'python_gc_collections_total_6', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'python_gc_objects_collected_total_1', 'throughput_1']",31.74608616600017,,,
throughput_1,20,markov,dbscan,bic,0.41574157415741575,0.3466748921011643,18.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_2', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_5', 'python_gc_collections_total_6', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'python_gc_objects_collected_total_1', 'throughput_1']",42.01236741699995,,,
throughput_1,20,markov,dbscan,aic,0.41784178417841783,0.34899722471191186,18.0,"['avg_p_latency_1', 'data_quality_1', 'cores_2', 'data_quality_3', 'throughput_2', 'process_cpu_seconds_total_2', 'process_cpu_seconds_total_3', 'python_gc_objects_collected_total_2', 'python_gc_objects_collected_total_3', 'python_gc_collections_total_2', 'python_gc_collections_total_3', 'python_gc_collections_total_7', 'python_gc_collections_total_5', 'python_gc_collections_total_6', 'python_gc_objects_collected_total_5', 'python_gc_objects_collected_total_6', 'python_gc_objects_collected_total_1', 'throughput_1']",39.07366408300004,,,
throughput_1,20,mrmr,classic_uniform,bic,0.9342934293429342,0.8675908274557931,14.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'data_quality_2', 'python_gc_objects_collected_total_8', 'python_gc_collections_total_7', 'scrape_duration_seconds_1', 'python_gc_objects_collected_total_9', 'throughput_1']",727.0700375409997,,,
throughput_1,20,mrmr,classic_uniform,aic,0.934993499349935,0.7944781162528025,14.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'data_quality_2', 'python_gc_objects_collected_total_8', 'python_gc_collections_total_7', 'scrape_duration_seconds_1', 'python_gc_objects_collected_total_9', 'throughput_1']",734.0873770409999,,,
throughput_1,20,mrmr,classic_quantile,bic,0.7961796179617961,0.6059789063827996,14.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'data_quality_2', 'python_gc_objects_collected_total_8', 'python_gc_collections_total_7', 'scrape_duration_seconds_1', 'python_gc_objects_collected_total_9', 'throughput_1']",725.0212874999997,,,
throughput_1,20,mrmr,classic_quantile,aic,0.6155615561556156,0.5960443167945318,14.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'data_quality_2', 'python_gc_objects_collected_total_8', 'python_gc_collections_total_7', 'scrape_duration_seconds_1', 'python_gc_objects_collected_total_9', 'throughput_1']",733.4682035420001,,,
throughput_1,20,mrmr,kmeans,bic,0.8931893189318932,0.8310744938894278,14.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'data_quality_2', 'python_gc_objects_collected_total_8', 'python_gc_collections_total_7', 'scrape_duration_seconds_1', 'python_gc_objects_collected_total_9', 'throughput_1']",733.196466292,,,
throughput_1,20,mrmr,kmeans,aic,0.8936893689368937,0.7706590485705539,14.0,"['avg_p_latency_1', 'throughput_2', 'data_quality_1', 'python_gc_collections_total_4', 'throughput_3', 'buffer_size_2', 'python_gc_objects_collected_total_1', 'buffer_size_3', 'data_quality_2', 'python_gc_objects_collected_total_8', 'python_gc_collections_total_7', 'scrape_duration_seconds_1', 'python_gc_objects_collected_total_9', 'throughput_1']",735.5194205839998,,,
